Source,Target,Type,Id,Label,Intercal,Weight
600478003,777777,,,,,
600733304,777777,,,,,
600891060,777777,,,,,
601030339,777777,,,,,
601199058,777777,,,,,
601283568,777777,,,,,
601564355,777777,,,,,
601646284,777777,,,,,
601691486,777777,,,,,
601862551,777777,,,,,
601903609,777777,,,,,
601999630,777777,,,,,
602212446,777777,,,,,
602432707,777777,,,,,
602455355,777777,,,,,
602517477,777777,,,,,
602574988,777777,,,,,
603065607,777777,,,,,
603105871,777777,,,,,
603555177,777777,,,,,
603591206,777777,,,,,
603622530,777777,,,,,
603722177,777777,,,,,
603951651,777777,,,,,
603997962,777777,,,,,
604161341,777777,,,,,
604407503,777777,,,,,
604596634,777777,,,,,
604638981,777777,,,,,
604641416,777777,,,,,
604759094,777777,,,,,
604838545,777777,,,,,
604847083,777777,,,,,
605340252,777777,,,,,
605601472,777777,,,,,
605823240,777777,,,,,
605835589,777777,,,,,
605887179,777777,,,,,
605958468,777777,,,,,
605969036,777777,,,,,
605983179,777777,,,,,
606120741,777777,,,,,
606141456,777777,,,,,
606188816,777777,,,,,
606283076,777777,,,,,
606460455,777777,,,,,
606667683,777777,,,,,
606676290,777777,,,,,
606805002,777777,,,,,
607024550,777777,,,,,
607349780,777777,,,,,
607455277,777777,,,,,
607597587,777777,,,,,
607778157,777777,,,,,
607954805,777777,,,,,
608233499,777777,,,,,
608409928,777777,,,,,
608477511,777777,,,,,
608517538,777777,,,,,
608777463,777777,,,,,
608919417,777777,,,,,
609114198,777777,,,,,
609432485,777777,,,,,
609459586,777777,,,,,
609470593,777777,,,,,
610031925,777777,,,,,
610248475,777777,,,,,
610281153,777777,,,,,
610376572,777777,,,,,
610604307,777777,,,,,
610647527,777777,,,,,
610782877,777777,,,,,
610914593,777777,,,,,
610956091,777777,,,,,
610991636,777777,,,,,
611018651,777777,,,,,
611111409,777777,,,,,
611125647,777777,,,,,
611133973,777777,,,,,
611141372,777777,,,,,
611199649,777777,,,,,
611234440,777777,,,,,
611360306,777777,,,,,
611376937,777777,,,,,
611511899,777777,,,,,
611540953,777777,,,,,
611624990,777777,,,,,
611634391,777777,,,,,
611884735,777777,,,,,
611901568,777777,,,,,
611950310,777777,,,,,
612322577,777777,,,,,
612335131,777777,,,,,
612403108,777777,,,,,
612463991,777777,,,,,
612581894,777777,,,,,
612598983,777777,,,,,
612844476,777777,,,,,
612935940,777777,,,,,
612997843,777777,,,,,
613063407,777777,,,,,
613121844,777777,,,,,
613233106,777777,,,,,
613417329,777777,,,,,
613507117,777777,,,,,
613511292,777777,,,,,
614011007,777777,,,,,
614487596,777777,,,,,
614614661,777777,,,,,
614832232,777777,,,,,
615457070,777777,,,,,
615477400,777777,,,,,
615708330,777777,,,,,
616590211,777777,,,,,
616597297,777777,,,,,
616839011,777777,,,,,
616887759,777777,,,,,
616958252,777777,,,,,
617091328,777777,,,,,
617685869,777777,,,,,
617831382,777777,,,,,
618241253,777777,,,,,
618426351,777777,,,,,
618480529,777777,,,,,
618545209,777777,,,,,
619327729,777777,,,,,
619608136,777777,,,,,
619610660,777777,,,,,
619833347,777777,,,,,
620357181,777777,,,,,
620626737,777777,,,,,
620799937,777777,,,,,
620923002,777777,,,,,
621211163,777777,,,,,
621259993,777777,,,,,
621403203,777777,,,,,
621440354,777777,,,,,
621993265,777777,,,,,
622044998,777777,,,,,
622581197,777777,,,,,
622615639,777777,,,,,
622721073,777777,,,,,
622854118,777777,,,,,
623068363,777777,,,,,
623283283,777777,,,,,
623352943,777777,,,,,
623386888,777777,,,,,
623757679,777777,,,,,
624028725,777777,,,,,
624048236,777777,,,,,
624083545,777777,,,,,
624122175,777777,,,,,
624496607,777777,,,,,
625134268,777777,,,,,
625459600,777777,,,,,
625523692,777777,,,,,
625817062,777777,,,,,
625909412,777777,,,,,
626428807,777777,,,,,
626634507,777777,,,,,
627098362,777777,,,,,
627147704,777777,,,,,
627318439,777777,,,,,
627364442,777777,,,,,
627642859,777777,,,,,
628085544,777777,,,,,
628192639,777777,,,,,
628241231,777777,,,,,
628330672,777777,,,,,
628562318,777777,,,,,
628699732,777777,,,,,
629070695,777777,,,,,
629613948,777777,,,,,
629989123,777777,,,,,
630314276,777777,,,,,
630477948,777777,,,,,
630513963,777777,,,,,
631627660,777777,,,,,
631678195,777777,,,,,
631759708,777777,,,,,
631916694,777777,,,,,
631948671,777777,,,,,
632369461,777777,,,,,
632935307,777777,,,,,
633430022,777777,,,,,
633453380,777777,,,,,
633688952,777777,,,,,
633764122,777777,,,,,
634479736,777777,,,,,
634568482,777777,,,,,
634603746,777777,,,,,
634652971,777777,,,,,
634658276,777777,,,,,
634735383,777777,,,,,
634847960,777777,,,,,
634993501,777777,,,,,
635201187,777777,,,,,
635480982,777777,,,,,
635526331,777777,,,,,
635561226,777777,,,,,
635909803,777777,,,,,
636046927,777777,,,,,
636083020,777777,,,,,
636716726,777777,,,,,
636809631,777777,,,,,
636895739,777777,,,,,
637018884,777777,,,,,
637262654,777777,,,,,
637370772,777777,,,,,
637425553,777777,,,,,
638374890,777777,,,,,
638716003,777777,,,,,
638886476,777777,,,,,
638998188,777777,,,,,
639056076,777777,,,,,
639471525,777777,,,,,
639474429,777777,,,,,
639961517,777777,,,,,
639995250,777777,,,,,
640658467,777777,,,,,
641294560,777777,,,,,
641644015,777777,,,,,
641666419,777777,,,,,
641745741,777777,,,,,
642190029,777777,,,,,
642512029,777777,,,,,
642627769,777777,,,,,
642836054,777777,,,,,
643032457,777777,,,,,
643576266,777777,,,,,
643859456,777777,,,,,
644130891,777777,,,,,
644181571,777777,,,,,
644898882,777777,,,,,
644988482,777777,,,,,
645059726,777777,,,,,
645248770,777777,,,,,
645290253,777777,,,,,
645328481,777777,,,,,
645859027,777777,,,,,
646139053,777777,,,,,
646774468,777777,,,,,
647527766,777777,,,,,
647686897,777777,,,,,
647716152,777777,,,,,
647720215,777777,,,,,
647879068,777777,,,,,
648299152,777777,,,,,
648333435,777777,,,,,
648375455,777777,,,,,
648626000,777777,,,,,
648628813,777777,,,,,
648688591,777777,,,,,
648804168,777777,,,,,
649020802,777777,,,,,
649206266,777777,,,,,
649217072,777777,,,,,
649258348,777777,,,,,
649279077,777777,,,,,
649522870,777777,,,,,
649555959,777777,,,,,
649997548,777777,,,,,
650206816,777777,,,,,
650480458,777777,,,,,
650655814,777777,,,,,
650752688,777777,,,,,
651120941,777777,,,,,
651200487,777777,,,,,
651247735,777777,,,,,
652319817,777777,,,,,
652341953,777777,,,,,
652351415,777777,,,,,
652456061,777777,,,,,
652771086,777777,,,,,
652873008,777777,,,,,
652961080,777777,,,,,
653383491,777777,,,,,
653385493,777777,,,,,
653555307,777777,,,,,
653627454,777777,,,,,
653831323,777777,,,,,
653948204,777777,,,,,
653973289,777777,,,,,
654425847,777777,,,,,
654576938,777777,,,,,
654628043,777777,,,,,
654652316,777777,,,,,
654952748,777777,,,,,
655044411,777777,,,,,
655103951,777777,,,,,
655389232,777777,,,,,
656934921,777777,,,,,
657003898,777777,,,,,
657380744,777777,,,,,
657422240,777777,,,,,
657493705,777777,,,,,
657626075,777777,,,,,
657704438,777777,,,,,
657841292,777777,,,,,
657988730,777777,,,,,
658052106,777777,,,,,
658243519,777777,,,,,
658364569,777777,,,,,
658507217,777777,,,,,
658777373,777777,,,,,
658822956,777777,,,,,
658964488,777777,,,,,
659129490,777777,,,,,
659570555,777777,,,,,
659658081,777777,,,,,
659939765,777777,,,,,
659971266,777777,,,,,
659974729,777777,,,,,
660122772,777777,,,,,
660654541,777777,,,,,
661452745,777777,,,,,
661459665,777777,,,,,
661460708,777777,,,,,
661804797,777777,,,,,
661815473,777777,,,,,
662117563,777777,,,,,
662582207,777777,,,,,
662741664,777777,,,,,
662778546,777777,,,,,
663051572,777777,,,,,
663404393,777777,,,,,
663577487,777777,,,,,
663708266,777777,,,,,
663740699,777777,,,,,
664077738,777777,,,,,
664402101,777777,,,,,
664416531,777777,,,,,
664731412,777777,,,,,
664975727,777777,,,,,
665067733,777777,,,,,
665112546,777777,,,,,
665634042,777777,,,,,
665943911,777777,,,,,
666009400,777777,,,,,
666107043,777777,,,,,
666147265,777777,,,,,
666263972,777777,,,,,
666626973,777777,,,,,
666810756,777777,,,,,
666866075,777777,,,,,
667135886,777777,,,,,
667997379,777777,,,,,
668156318,777777,,,,,
668344930,777777,,,,,
668938454,777777,,,,,
669015972,777777,,,,,
669301157,777777,,,,,
669329454,777777,,,,,
669389928,777777,,,,,
669391581,777777,,,,,
669396667,777777,,,,,
669478708,777777,,,,,
669546404,777777,,,,,
669631642,777777,,,,,
669919892,777777,,,,,
669925709,777777,,,,,
670068991,777777,,,,,
670160633,777777,,,,,
670543160,777777,,,,,
671313350,777777,,,,,
671341152,777777,,,,,
671371400,777777,,,,,
671465648,777777,,,,,
671551977,777777,,,,,
671780195,777777,,,,,
672405348,777777,,,,,
672456303,777777,,,,,
672663740,777777,,,,,
672714371,777777,,,,,
673100864,777777,,,,,
673133158,777777,,,,,
673148628,777777,,,,,
673690863,777777,,,,,
673847274,777777,,,,,
674004365,777777,,,,,
674043089,777777,,,,,
674607945,777777,,,,,
674644360,777777,,,,,
674762894,777777,,,,,
675157906,777777,,,,,
676095074,777777,,,,,
676775952,777777,,,,,
677222659,777777,,,,,
677554713,777777,,,,,
677683940,777777,,,,,
677937681,777777,,,,,
678642842,777777,,,,,
678850184,777777,,,,,
678913317,777777,,,,,
678930496,777777,,,,,
679615673,777777,,,,,
679622930,777777,,,,,
679730009,777777,,,,,
680613309,777777,,,,,
680751867,777777,,,,,
680969034,777777,,,,,
681458384,777777,,,,,
681702402,777777,,,,,
682197455,777777,,,,,
682407258,777777,,,,,
682786869,777777,,,,,
682837226,777777,,,,,
682958496,777777,,,,,
683243943,777777,,,,,
683327530,777777,,,,,
684035388,777777,,,,,
684480713,777777,,,,,
686380247,777777,,,,,
686742864,777777,,,,,
687077303,777777,,,,,
687227613,777777,,,,,
687514676,777777,,,,,
688066689,777777,,,,,
688079489,777777,,,,,
688309460,777777,,,,,
688859961,777777,,,,,
689105046,777777,,,,,
689212844,777777,,,,,
689233500,777777,,,,,
689612910,777777,,,,,
690000184,777777,,,,,
690115507,777777,,,,,
690347235,777777,,,,,
691466117,777777,,,,,
691526460,777777,,,,,
691746097,777777,,,,,
692324140,777777,,,,,
692424225,777777,,,,,
692479818,777777,,,,,
692629905,777777,,,,,
692861772,777777,,,,,
693165223,777777,,,,,
693653742,777777,,,,,
693980117,777777,,,,,
694712549,777777,,,,,
695008915,777777,,,,,
695148967,777777,,,,,
695297652,777777,,,,,
695937982,777777,,,,,
696060274,777777,,,,,
696083586,777777,,,,,
696358379,777777,,,,,
696380424,777777,,,,,
696436348,777777,,,,,
696634203,777777,,,,,
697131185,777777,,,,,
697184975,777777,,,,,
697218741,777777,,,,,
697405691,777777,,,,,
697816604,777777,,,,,
698390960,777777,,,,,
698515518,777777,,,,,
698585777,777777,,,,,
698825249,777777,,,,,
699134654,777777,,,,,
699213830,777777,,,,,
699392607,777777,,,,,
699938345,777777,,,,,
700567992,777777,,,,,
700668864,777777,,,,,
700719672,777777,,,,,
701108120,777777,,,,,
701913347,777777,,,,,
702454835,777777,,,,,
702482936,777777,,,,,
703331294,777777,,,,,
703535324,777777,,,,,
703682963,777777,,,,,
703707037,777777,,,,,
704051324,777777,,,,,
704354896,777777,,,,,
705541532,777777,,,,,
706259521,777777,,,,,
706723379,777777,,,,,
706906779,777777,,,,,
707177635,777777,,,,,
707231107,777777,,,,,
707268180,777777,,,,,
707279760,777777,,,,,
707368287,777777,,,,,
707403858,777777,,,,,
707809917,777777,,,,,
708134879,777777,,,,,
708284471,777777,,,,,
708358944,777777,,,,,
708893536,777777,,,,,
708920414,777777,,,,,
708938429,777777,,,,,
709018834,777777,,,,,
709026040,777777,,,,,
709280028,777777,,,,,
709541061,777777,,,,,
709740413,777777,,,,,
709765529,777777,,,,,
709961935,777777,,,,,
710124302,777777,,,,,
710361470,777777,,,,,
710480226,777777,,,,,
710637669,777777,,,,,
710776750,777777,,,,,
711033711,777777,,,,,
711059545,777777,,,,,
711109010,777777,,,,,
711645502,777777,,,,,
711736892,777777,,,,,
711835356,777777,,,,,
711928984,777777,,,,,
712063667,777777,,,,,
712157990,777777,,,,,
712390190,777777,,,,,
712930524,777777,,,,,
713095244,777777,,,,,
713157057,777777,,,,,
713222948,777777,,,,,
713429135,777777,,,,,
713533216,777777,,,,,
713815215,777777,,,,,
713903528,777777,,,,,
714157799,777777,,,,,
714252568,777777,,,,,
714595603,777777,,,,,
714959970,777777,,,,,
715037785,777777,,,,,
715580534,777777,,,,,
715847502,777777,,,,,
715893138,777777,,,,,
716888123,777777,,,,,
717554403,777777,,,,,
717583847,777777,,,,,
717700046,777777,,,,,
717975998,777777,,,,,
719048796,777777,,,,,
719242765,777777,,,,,
720012515,777777,,,,,
721010701,777777,,,,,
722906552,777777,,,,,
723575664,777777,,,,,
728638604,777777,,,,,
729078393,777777,,,,,
730170614,777777,,,,,
730691484,777777,,,,,
6,999999,,,,,
11,999999,,,,,
34,999999,,,,,
510,999999,,,,,
1245,999999,,,,,
1852,999999,,,,,
4318,999999,,,,,
5280,999999,,,,,
5797,999999,,,,,
7186,999999,,,,,
10254,999999,,,,,
10258,999999,,,,,
16781,999999,,,,,
16878,999999,,,,,
17106,999999,,,,,
18100,999999,,,,,
19128,999999,,,,,
19430,999999,,,,,
19979,999999,,,,,
23363,999999,,,,,
25555,999999,,,,,
26274,999999,,,,,
26629,999999,,,,,
27318,999999,,,,,
27437,999999,,,,,
29064,999999,,,,,
29449,999999,,,,,
29450,999999,,,,,
32018,999999,,,,,
32410,999999,,,,,
32921,999999,,,,,
33185,999999,,,,,
33471,999999,,,,,
34483,999999,,,,,
35746,999999,,,,,
36052,999999,,,,,
39458,999999,,,,,
39931,999999,,,,,
42398,999999,,,,,
43018,999999,,,,,
44864,999999,,,,,
53375,999999,,,,,
55876,999999,,,,,
56814,999999,,,,,
56925,999999,,,,,
57213,999999,,,,,
57364,999999,,,,,
57737,999999,,,,,
58800,999999,,,,,
59377,999999,,,,,
63035,999999,,,,,
64715,999999,,,,,
66867,999999,,,,,
69894,999999,,,,,
70083,999999,,,,,
70872,999999,,,,,
71021,999999,,,,,
71119,999999,,,,,
71506,999999,,,,,
73639,999999,,,,,
73854,999999,,,,,
75673,999999,,,,,
76765,999999,,,,,
76898,999999,,,,,
77247,999999,,,,,
77257,999999,,,,,
81167,999999,,,,,
81621,999999,,,,,
85322,999999,,,,,
88238,999999,,,,,
89886,999999,,,,,
91006,999999,,,,,
92364,999999,,,,,
92762,999999,,,,,
94096,999999,,,,,
94301,999999,,,,,
95209,999999,,,,,
96953,999999,,,,,
97720,999999,,,,,
100172,999999,,,,,
100390,999999,,,,,
102990,999999,,,,,
104665,999999,,,,,
107083,999999,,,,,
107309,999999,,,,,
107328,999999,,,,,
107344,999999,,,,,
107581,999999,,,,,
108269,999999,,,,,
108909,999999,,,,,
111210,999999,,,,,
112079,999999,,,,,
112646,999999,,,,,
116197,999999,,,,,
119580,999999,,,,,
119792,999999,,,,,
121576,999999,,,,,
124496,999999,,,,,
125259,999999,,,,,
126128,999999,,,,,
126250,999999,,,,,
127772,999999,,,,,
128133,999999,,,,,
128384,999999,,,,,
129812,999999,,,,,
129842,999999,,,,,
136097,999999,,,,,
138885,999999,,,,,
139166,999999,,,,,
140359,999999,,,,,
145783,999999,,,,,
148943,999999,,,,,
149395,999999,,,,,
150315,999999,,,,,
150473,999999,,,,,
153263,999999,,,,,
154326,999999,,,,,
154901,999999,,,,,
156531,999999,,,,,
156996,999999,,,,,
158544,999999,,,,,
158726,999999,,,,,
159388,999999,,,,,
159413,999999,,,,,
162603,999999,,,,,
164054,999999,,,,,
165615,999999,,,,,
166143,999999,,,,,
167339,999999,,,,,
167596,999999,,,,,
168502,999999,,,,,
169543,999999,,,,,
171429,999999,,,,,
172823,999999,,,,,
179413,999999,,,,,
181099,999999,,,,,
185669,999999,,,,,
187958,999999,,,,,
188077,999999,,,,,
188214,999999,,,,,
188628,999999,,,,,
189674,999999,,,,,
191991,999999,,,,,
192534,999999,,,,,
192607,999999,,,,,
193103,999999,,,,,
193367,999999,,,,,
193722,999999,,,,,
194756,999999,,,,,
194939,999999,,,,,
196940,999999,,,,,
198678,999999,,,,,
202829,999999,,,,,
204120,999999,,,,,
207628,999999,,,,,
208875,999999,,,,,
212256,999999,,,,,
213260,999999,,,,,
215879,999999,,,,,
218679,999999,,,,,
220001,999999,,,,,
220996,999999,,,,,
222436,999999,,,,,
222903,999999,,,,,
223489,999999,,,,,
223966,999999,,,,,
224710,999999,,,,,
225015,999999,,,,,
225988,999999,,,,,
226331,999999,,,,,
227752,999999,,,,,
228775,999999,,,,,
229191,999999,,,,,
229234,999999,,,,,
231686,999999,,,,,
233437,999999,,,,,
236253,999999,,,,,
238040,999999,,,,,
238978,999999,,,,,
240452,999999,,,,,
240880,999999,,,,,
241523,999999,,,,,
243833,999999,,,,,
246022,999999,,,,,
246951,999999,,,,,
247110,999999,,,,,
247472,999999,,,,,
248360,999999,,,,,
248369,999999,,,,,
248490,999999,,,,,
248985,999999,,,,,
253938,999999,,,,,
255876,999999,,,,,
262264,999999,,,,,
263120,999999,,,,,
263706,999999,,,,,
266751,999999,,,,,
266760,999999,,,,,
267235,999999,,,,,
268775,999999,,,,,
270486,999999,,,,,
271262,999999,,,,,
272144,999999,,,,,
272670,999999,,,,,
276420,999999,,,,,
279545,999999,,,,,
280168,999999,,,,,
280899,999999,,,,,
280994,999999,,,,,
282051,999999,,,,,
282764,999999,,,,,
283146,999999,,,,,
283446,999999,,,,,
287831,999999,,,,,
294549,999999,,,,,
297290,999999,,,,,
303490,999999,,,,,
306823,999999,,,,,
306987,999999,,,,,
308667,999999,,,,,
308854,999999,,,,,
311549,999999,,,,,
315256,999999,,,,,
315926,999999,,,,,
316512,999999,,,,,
316993,999999,,,,,
319124,999999,,,,,
322220,999999,,,,,
324907,999999,,,,,
325420,999999,,,,,
328319,999999,,,,,
328598,999999,,,,,
329182,999999,,,,,
330333,999999,,,,,
331375,999999,,,,,
332015,999999,,,,,
332812,999999,,,,,
334997,999999,,,,,
337051,999999,,,,,
338180,999999,,,,,
338824,999999,,,,,
338924,999999,,,,,
339133,999999,,,,,
341795,999999,,,,,
344984,999999,,,,,
347609,999999,,,,,
352596,999999,,,,,
352707,999999,,,,,
353787,999999,,,,,
354352,999999,,,,,
355926,999999,,,,,
359642,999999,,,,,
360776,999999,,,,,
361578,999999,,,,,
367202,999999,,,,,
367486,999999,,,,,
370550,999999,,,,,
371878,999999,,,,,
372121,999999,,,,,
372353,999999,,,,,
372406,999999,,,,,
377062,999999,,,,,
378236,999999,,,,,
379282,999999,,,,,
381460,999999,,,,,
386344,999999,,,,,
386346,999999,,,,,
386573,999999,,,,,
386902,999999,,,,,
387543,999999,,,,,
390408,999999,,,,,
391722,999999,,,,,
392544,999999,,,,,
395446,999999,,,,,
397097,999999,,,,,
406360,999999,,,,,
408031,999999,,,,,
409022,999999,,,,,
412651,999999,,,,,
415087,999999,,,,,
415572,999999,,,,,
416249,999999,,,,,
419124,999999,,,,,
420927,999999,,,,,
423434,999999,,,,,
424974,999999,,,,,
426138,999999,,,,,
427229,999999,,,,,
428746,999999,,,,,
432743,999999,,,,,
435015,999999,,,,,
435187,999999,,,,,
436694,999999,,,,,
436749,999999,,,,,
438629,999999,,,,,
442797,999999,,,,,
443314,999999,,,,,
444796,999999,,,,,
446594,999999,,,,,
447297,999999,,,,,
447789,999999,,,,,
447815,999999,,,,,
449246,999999,,,,,
449530,999999,,,,,
452158,999999,,,,,
455536,999999,,,,,
456472,999999,,,,,
460152,999999,,,,,
460694,999999,,,,,
460727,999999,,,,,
464271,999999,,,,,
464981,999999,,,,,
468151,999999,,,,,
468456,999999,,,,,
471774,999999,,,,,
472325,999999,,,,,
473847,999999,,,,,
478091,999999,,,,,
478135,999999,,,,,
478662,999999,,,,,
481072,999999,,,,,
482464,999999,,,,,
482869,999999,,,,,
484623,999999,,,,,
487431,999999,,,,,
488466,999999,,,,,
489017,999999,,,,,
491517,999999,,,,,
492702,999999,,,,,
493506,999999,,,,,
493910,999999,,,,,
496847,999999,,,,,
500055,999999,,,,,
502049,999999,,,,,
503535,999999,,,,,
503576,999999,,,,,
503760,999999,,,,,
506328,999999,,,,,
507588,999999,,,,,
508388,999999,,,,,
509848,999999,,,,,
512582,999999,,,,,
512938,999999,,,,,
514820,999999,,,,,
519527,999999,,,,,
519802,999999,,,,,
522632,999999,,,,,
523791,999999,,,,,
524469,999999,,,,,
524866,999999,,,,,
524992,999999,,,,,
526028,999999,,,,,
526978,999999,,,,,
527875,999999,,,,,
528231,999999,,,,,
528306,999999,,,,,
531389,999999,,,,,
533281,999999,,,,,
533311,999999,,,,,
533330,999999,,,,,
535926,999999,,,,,
536540,999999,,,,,
537652,999999,,,,,
541423,999999,,,,,
543219,999999,,,,,
544267,999999,,,,,
547893,999999,,,,,
549574,999999,,,,,
550268,999999,,,,,
550538,999999,,,,,
550706,999999,,,,,
550833,999999,,,,,
552989,999999,,,,,
554109,999999,,,,,
554544,999999,,,,,
555241,999999,,,,,
556185,999999,,,,,
556364,999999,,,,,
556767,999999,,,,,
559022,999999,,,,,
560685,999999,,,,,
561699,999999,,,,,
562206,999999,,,,,
565447,999999,,,,,
565547,999999,,,,,
567171,999999,,,,,
571203,999999,,,,,
572905,999999,,,,,
574916,999999,,,,,
576373,999999,,,,,
577243,999999,,,,,
582105,999999,,,,,
583102,999999,,,,,
586717,999999,,,,,
587816,999999,,,,,
588286,999999,,,,,
588785,999999,,,,,
590862,999999,,,,,
592562,999999,,,,,
595478,999999,,,,,
599068,999999,,,,,
599316,999999,,,,,
602387,999999,,,,,
602783,999999,,,,,
603693,999999,,,,,
603695,999999,,,,,
603755,999999,,,,,
604969,999999,,,,,
605351,999999,,,,,
606079,999999,,,,,
608814,999999,,,,,
609248,999999,,,,,
609804,999999,,,,,
610337,999999,,,,,
613823,999999,,,,,
614096,999999,,,,,
623834,999999,,,,,
627688,999999,,,,,
628240,999999,,,,,
629245,999999,,,,,
636750,999999,,,,,
640900,999999,,,,,
641009,999999,,,,,
647267,999999,,,,,
650293,999999,,,,,
650725,999999,,,,,
654891,999999,,,,,
658957,999999,,,,,
666065,999999,,,,,
667132,999999,,,,,
667934,999999,,,,,
671341,999999,,,,,
673016,999999,,,,,
673804,999999,,,,,
677712,999999,,,,,
682993,999999,,,,,
684491,999999,,,,,
684807,999999,,,,,
685462,999999,,,,,
687921,999999,,,,,
688908,999999,,,,,
690433,999999,,,,,
693345,999999,,,,,
697357,999999,,,,,
697841,999999,,,,,
698515,999999,,,,,
699485,999999,,,,,
699924,999999,,,,,
700847,999999,,,,,
701207,999999,,,,,
704462,999999,,,,,
704642,999999,,,,,
706900,999999,,,,,
708212,999999,,,,,
711336,999999,,,,,
713109,999999,,,,,
713353,999999,,,,,
713902,999999,,,,,
717020,999999,,,,,
719732,999999,,,,,
720443,999999,,,,,
723381,999999,,,,,
724893,999999,,,,,
729254,999999,,,,,
732030,999999,,,,,
732845,999999,,,,,
732847,999999,,,,,
733328,999999,,,,,
735914,999999,,,,,
738142,999999,,,,,
738360,999999,,,,,
743252,999999,,,,,
743292,999999,,,,,
744209,999999,,,,,
746269,999999,,,,,
748056,999999,,,,,
748431,999999,,,,,
750515,999999,,,,,
755168,999999,,,,,
756900,999999,,,,,
758992,999999,,,,,
759918,999999,,,,,
762707,999999,,,,,
764303,999999,,,,,
764863,999999,,,,,
765838,999999,,,,,
766258,999999,,,,,
768383,999999,,,,,
769944,999999,,,,,
770815,999999,,,,,
771227,999999,,,,,
773160,999999,,,,,
774461,999999,,,,,
774468,999999,,,,,
775074,999999,,,,,
775840,999999,,,,,
781505,999999,,,,,
783411,999999,,,,,
784861,999999,,,,,
787674,999999,,,,,
789623,999999,,,,,
791719,999999,,,,,
792517,999999,,,,,
793485,999999,,,,,
794718,999999,,,,,
796692,999999,,,,,
796841,999999,,,,,
798355,999999,,,,,
800773,999999,,,,,
800832,999999,,,,,
801398,999999,,,,,
802768,999999,,,,,
804029,999999,,,,,
805920,999999,,,,,
808111,999999,,,,,
808976,999999,,,,,
810594,999999,,,,,
812361,999999,,,,,
812381,999999,,,,,
813021,999999,,,,,
813925,999999,,,,,
814351,999999,,,,,
816046,999999,,,,,
817501,999999,,,,,
818498,999999,,,,,
824915,999999,,,,,
825594,999999,,,,,
826121,999999,,,,,
826315,999999,,,,,
829940,999999,,,,,
832161,999999,,,,,
836253,999999,,,,,
837722,999999,,,,,
838044,999999,,,,,
838553,999999,,,,,
839395,999999,,,,,
844037,999999,,,,,
845207,999999,,,,,
845304,999999,,,,,
845381,999999,,,,,
849950,999999,,,,,
850154,999999,,,,,
850951,999999,,,,,
851364,999999,,,,,
852443,999999,,,,,
855997,999999,,,,,
860226,999999,,,,,
860613,999999,,,,,
861533,999999,,,,,
864652,999999,,,,,
870901,999999,,,,,
877854,999999,,,,,
878237,999999,,,,,
878951,999999,,,,,
880050,999999,,,,,
880715,999999,,,,,
882027,999999,,,,,
889813,999999,,,,,
891390,999999,,,,,
894338,999999,,,,,
894382,999999,,,,,
894676,999999,,,,,
894731,999999,,,,,
895341,999999,,,,,
897050,999999,,,,,
898175,999999,,,,,
898992,999999,,,,,
899346,999999,,,,,
901526,999999,,,,,
901634,999999,,,,,
902077,999999,,,,,
905511,999999,,,,,
906297,999999,,,,,
907495,999999,,,,,
908338,999999,,,,,
912234,999999,,,,,
916234,999999,,,,,
916933,999999,,,,,
919433,999999,,,,,
924026,999999,,,,,
924487,999999,,,,,
925891,999999,,,,,
926273,999999,,,,,
926715,999999,,,,,
930556,999999,,,,,
931489,999999,,,,,
932156,999999,,,,,
936907,999999,,,,,
940060,999999,,,,,
940643,999999,,,,,
941398,999999,,,,,
941891,999999,,,,,
943380,999999,,,,,
944480,999999,,,,,
944764,999999,,,,,
945693,999999,,,,,
946301,999999,,,,,
946547,999999,,,,,
949896,999999,,,,,
951270,999999,,,,,
953564,999999,,,,,
956440,999999,,,,,
958864,999999,,,,,
959174,999999,,,,,
964926,999999,,,,,
966993,999999,,,,,
967423,999999,,,,,
967658,999999,,,,,
969112,999999,,,,,
971893,999999,,,,,
973061,999999,,,,,
975931,999999,,,,,
975986,999999,,,,,
977160,999999,,,,,
978313,999999,,,,,
983351,999999,,,,,
986390,999999,,,,,
986427,999999,,,,,
986608,999999,,,,,
988958,999999,,,,,
989450,999999,,,,,
990419,999999,,,,,
990512,999999,,,,,
991692,999999,,,,,
993151,999999,,,,,
995662,999999,,,,,
997717,999999,,,,,
998371,999999,,,,,
998463,999999,,,,,
999124,999999,,,,,
1001301,999999,,,,,
1002007,999999,,,,,
1004482,999999,,,,,
1008325,999999,,,,,
1008445,999999,,,,,
1010935,999999,,,,,
1011124,999999,,,,,
1011180,999999,,,,,
1013262,999999,,,,,
1013611,999999,,,,,
1018695,999999,,,,,
1019322,999999,,,,,
1019509,999999,,,,,
1019846,999999,,,,,
1020496,999999,,,,,
1020782,999999,,,,,
1023156,999999,,,,,
1024772,999999,,,,,
1026246,999999,,,,,
1026953,999999,,,,,
1027609,999999,,,,,
1033750,999999,,,,,
1036804,999999,,,,,
1038713,999999,,,,,
1040197,999999,,,,,
1043209,999999,,,,,
1045920,999999,,,,,
1046187,999999,,,,,
1050052,999999,,,,,
1050277,999999,,,,,
1051075,999999,,,,,
1054995,999999,,,,,
1057103,999999,,,,,
1057873,999999,,,,,
1060326,999999,,,,,
1072167,999999,,,,,
1074489,999999,,,,,
1076249,999999,,,,,
1084481,999999,,,,,
1084842,999999,,,,,
1085417,999999,,,,,
